date,farm_id,soil_ph,nitrogen,phosphorus,potassium,moisture,productivity_score
2025-02-01,1,7.189290070979352,20.39827853198082,21.115923226454747,10.167936518818454,21.22725312682694,94.98144653938962
2025-02-02,1,6.581904345908071,43.33311476290302,28.449932167219725,32.811824898662735,49.035320321792504,89.53209391207997
2025-02-03,1,5.884707193372305,49.024644859197295,29.860649639277057,17.475493375362646,50.17867659611098,79.19165528009552
2025-02-04,1,6.711361514469579,14.338012762342478,23.081240607842926,19.78635008337457,59.92526314474189,81.40238410755934
2025-02-05,1,7.158945401092481,29.538411696627378,20.293602639756227,14.242241448288414,48.19002906070788,78.02624068387541
2025-02-06,1,7.372205374687447,19.828256936594116,21.6976105543997,38.08244961609918,43.729558482014205,70.18245067202189
2025-02-07,1,6.8946554328433605,19.993297355645456,25.16321049105821,23.652810058243908,27.467808680697562,74.70272169959371
2025-02-01,2,6.8978317783933605,42.22303510501531,20.39841363003769,19.01838747099336,11.080177061998771,68.29545517997009
2025-02-02,2,7.148677575954645,22.23772459730197,13.925931745699888,39.50817091974504,57.96841993277869,52.659462717609955
2025-02-03,2,5.696213605277702,43.007743639200115,10.55844361933836,25.196528898051287,50.18455768967053,73.71361710657717
2025-02-04,2,6.23055412122008,11.04112290492913,6.710094390552761,25.537731542119367,12.823393664774171,80.59796074007048
2025-02-05,2,6.869007088112159,35.08285131524976,7.415270189462107,28.433605141626057,23.443626923275797,93.57370920187975
2025-02-06,2,6.6709963613728025,37.78776525922673,13.550036036937842,19.802908675604968,34.45573009956533,65.42392318692555
2025-02-07,2,5.554714305102475,19.91464073630764,23.73203949319701,37.35377307552083,11.177273248872984,56.92579200247988
2025-02-01,3,7.18048663986425,15.312397680221398,12.785635311950827,30.81429322250783,18.41547190587688,71.16985086533765
2025-02-02,3,6.052695514829488,47.05862246046624,13.641915345157116,17.970578558950088,28.759234113796104,82.68084528841253
2025-02-03,3,6.975643821435432,22.143889440323527,18.672570926636265,31.5176076543185,54.76771989274179,79.34981429589835
2025-02-04,3,6.12290062962543,15.628670418432762,26.30533958136274,24.74926216244414,48.21324046215094,60.848936727222735
2025-02-05,3,6.813459893047301,11.11536478023774,23.951924328292133,39.059042601734056,15.305598574890213,78.8537568188295
2025-02-06,3,6.911803669759294,29.649877090117545,12.831067665015931,13.475137473058432,22.07625140886724,59.48666128046367
2025-02-07,3,7.483105303539206,42.11748337886053,10.371751503845726,35.4426730956219,12.115572319529713,63.313794181471685
2025-02-01,4,6.554417088562302,18.41313211284212,18.733954970037445,16.239506909766924,34.664468488735565,83.72091143027006
2025-02-02,4,7.265770972808867,43.112125395787714,23.96602713443402,32.71588653014477,54.78158418724207,92.0026707159612
2025-02-03,4,6.110900136892,18.914004214414774,8.235923569338695,14.498847680342006,26.974097903066244,64.18230247101627
2025-02-04,4,6.424076307372896,23.853320354769522,10.929569135979094,31.21823999793109,33.780364629816816,81.22715746706692
2025-02-05,4,6.58379981129173,21.832703844917972,24.716710258331396,24.934049756329934,40.75875655257406,70.46470224023122
2025-02-06,4,6.32833519401812,23.521477702630005,25.178692172147652,10.922256153215228,22.667401030202328,55.97056057895929
2025-02-07,4,6.350964022229925,36.74267600726639,17.210180672927912,11.825606869316541,25.666321825434732,84.57255392880552
2025-02-01,5,7.005868022913963,30.18240487136772,8.677033184727154,28.163410641191966,37.67137762982423,55.183377886675935
2025-02-02,5,6.229977229034819,16.64735639315051,11.907522756531664,33.054273301105425,45.90692289373346,92.67855919349148
2025-02-03,5,5.632044943808717,26.843255447847064,20.98372195746174,18.898693947517796,20.317603971410005,87.7065540451797
2025-02-04,5,6.715068970131996,17.150733384267156,11.59460448755734,18.070840592684856,36.5332544698517,68.95107982397808
2025-02-05,5,6.469673224344935,39.12486826425296,28.702656783861155,13.161638267638843,56.15244052893805,51.83813917480729
2025-02-06,5,5.719232343158881,32.07948957210931,22.1276958820422,13.923014850693317,26.60789111999963,84.73880439507575
2025-02-07,5,5.87937151829926,11.113968669231351,5.8442360757325105,33.86658053901732,24.59960068773924,80.18716014064827
2025-02-01,6,6.0521844869690895,38.06921722511396,19.537869392734002,36.533122192066216,59.426959421959346,76.70803400661815
2025-02-02,6,7.132989444501486,49.46194200745358,23.315354919111257,35.51274499782941,30.453085826710403,61.63030089417795
2025-02-03,6,5.896513517416907,11.098705329956623,11.008049894566566,15.6345539186158,33.863493898283174,97.93151654004166
2025-02-04,6,5.995679919500011,23.158730613620268,8.905262066439576,28.88192507905532,38.75672232670651,59.67498920370281
2025-02-05,6,6.81468276827289,19.211407423694045,23.209623192082258,11.120036070718163,38.70544349917783,82.85096688148828
2025-02-06,6,7.447100111956641,17.55324488962453,16.761068646862565,11.91991733717172,41.60940355993745,61.48394109289669
2025-02-07,6,6.794629369412057,49.068412593589365,26.70727871025534,34.21773135179325,52.039990968659716,75.51627036786248
