date,farm_id,soil_ph,nitrogen,phosphorus,potassium,moisture,productivity_score
2025-02-01,1,5.696859204878563,10.621262224752673,5.012513035543638,33.08762926204909,55.26568532994786,92.19663671259092
2025-02-02,1,5.938987698439103,12.443142224855258,28.692193633474577,34.26880462951821,41.534670631960964,66.40983615368775
2025-02-03,1,5.578315265017268,11.262462449556239,23.730854469744617,24.995386232779875,59.41802434807345,79.85061203087132
2025-02-04,1,6.024458982326591,43.99937880233002,22.483657629141117,31.036913900709884,14.301972068089505,92.53238282639022
2025-02-05,1,7.2192532057226515,19.545963358686883,8.280549422546175,19.211439007530075,37.58509787362205,79.67037408913227
2025-02-06,1,5.7931774570071255,20.13060401461975,27.16862495205902,35.372677377215965,41.52190212579731,66.57808619451872
2025-02-07,1,7.053780437209147,44.93596068240172,9.884413330837312,28.87473154313648,14.550887298121431,69.64931209492104
2025-02-01,2,7.261909408541776,40.4302309951498,14.297341502349237,17.79846884988484,10.409095317394447,83.17090945260198
2025-02-02,2,6.249729857094162,42.15794213540025,27.033646579084,28.20359829385801,51.91099852901467,78.61358059105417
2025-02-03,2,6.95046654482548,18.43972815614532,5.855786381296672,34.78519735506315,40.350998030663035,84.61940180934671
2025-02-04,2,6.968617238094598,11.059524972461855,28.425204838756052,13.07163857262491,10.368423322329287,63.5840477758828
2025-02-05,2,6.637424974445937,24.541833748549536,17.019773371340502,18.094168291103003,14.49337030857071,90.74016847172297
2025-02-06,2,6.138890851568058,30.049697579608093,25.153882517115026,26.850453850351737,14.035844676891198,53.805557105581215
2025-02-07,2,5.835946827241394,24.26669388490467,20.775045455472405,26.250751716582233,10.12290076528857,83.7657411210988
2025-02-01,3,6.074713774492435,13.881195471441083,11.295303151131424,36.38341551173176,37.256559672073124,89.07841925661529
2025-02-02,3,5.511596368667637,41.90138271304179,25.765121314616884,29.536811712640233,28.254824214959303,97.34810546169393
2025-02-03,3,5.6142970078312215,18.020285450508702,14.791110966619435,18.41010179963345,27.158736061520035,56.210697665253335
2025-02-04,3,5.646927810823618,25.871954603294007,8.52109336133738,21.14727165019884,46.54379078535731,63.54065902529913
2025-02-05,3,6.412851498722644,34.563086198922406,23.13464349504884,36.55487671666023,36.37982193615379,78.38446127956689
2025-02-06,3,7.2456118346749765,49.44370746488147,22.522368730826962,23.23232583797679,28.365443476838237,71.90094277890361
2025-02-07,3,5.984497059408783,48.59066539874449,17.7482422437097,20.46076900610993,42.18060295621064,67.49142676749496
2025-02-01,4,7.112369835034324,28.86312562151749,18.231224471763934,24.717505776066623,44.28241866850898,65.25693008674492
2025-02-02,4,6.695868324721324,47.238986861028664,14.314255604432905,29.852489440981767,48.62415052992889,78.27277313341567
2025-02-03,4,5.9348482468715735,47.63508622346694,26.18831358509152,16.551236806122215,49.298051079417775,84.58481241135601
2025-02-04,4,7.20810763533527,18.743249690553267,19.73574423045686,22.791431230670096,41.25778221117029,65.79945855407877
2025-02-05,4,5.643237876837306,38.51194218074679,11.49989742558786,26.949547762693324,24.923493056606574,85.56286905788215
2025-02-06,4,6.197073406087964,20.87094574010851,17.41420808599387,25.408897639614032,14.766391742089592,63.00645463593396
2025-02-07,4,7.341869316795618,24.603009834531054,11.519961486206014,21.908918252647883,37.84143793320672,61.838035816402204
2025-02-01,5,5.649485732374692,44.71601450034747,14.811446182025904,38.49327452822201,24.81958224612871,64.37861325851111
2025-02-02,5,5.630047634907552,28.39460969312066,17.74371597051362,13.561329179223527,44.667014929088744,84.26313865848479
2025-02-03,5,7.174831573964356,40.40561160866977,16.79889883646432,35.75766149260212,46.675704105568045,73.52229276111527
2025-02-04,5,6.944387638750566,33.804433733070674,6.015452379418678,15.856728939472287,50.0385479777005,70.87782485610128
2025-02-05,5,5.857236411985751,48.82749751646994,21.429994604500383,12.512579035074875,35.882687240671274,82.60153474408322
2025-02-06,5,7.141535351727195,38.17295380764939,16.341169311306206,26.334404605289233,55.495312524915974,81.60836129010846
2025-02-07,5,6.82030324247119,27.445088970343633,7.489411412435441,20.111432020284497,21.50590141254758,59.74152674528182
2025-02-01,6,7.143117661943476,35.16745009138107,23.42392708818469,28.402409984182505,53.51072720966956,99.08925055374974
2025-02-02,6,6.713788000103078,14.728458010285351,12.218571648300204,34.52539351457165,18.972763621928024,79.67695106335412
2025-02-03,6,5.904453675811015,29.137483841236875,22.26717234965971,11.654807730680968,51.895687159716964,70.69956522490781
2025-02-04,6,6.1348528694180535,39.46668702096557,22.58400857581472,39.13593369341133,56.08572079524418,83.20391161623357
2025-02-05,6,6.265543234243553,44.408836873290845,24.216555272692908,31.432526741141206,53.71000004039672,66.20114982109499
2025-02-06,6,5.81247083372224,13.57250931283902,10.228558645412098,28.862422300536245,49.91143808285176,85.7371980708117
2025-02-07,6,5.536400044992153,14.847135133266862,17.70082059555699,24.90676692876326,35.36499301886061,94.9253880491544
