date,farm_id,soil_ph,nitrogen,phosphorus,potassium,moisture,productivity_score
2025-02-01,1,6.194973245579211,17.70616187954086,20.039206637770114,19.86924948663058,53.60355446152286,81.86279101907017
2025-02-02,1,5.762024126774098,21.903091685401904,27.41608274485672,38.26590115965134,10.743713192461549,91.06675312935477
2025-02-03,1,7.211453230326203,45.62875031999833,16.499132976837572,26.969732929384854,31.583450291238627,54.70952759571701
2025-02-04,1,7.271288220789082,45.11804721431168,26.944356304921993,29.6090977662774,53.26067208697278,82.70861593244702
2025-02-05,1,7.417110469734154,39.109607970018075,26.459032188794694,17.19043699519971,23.1625173182072,67.5882323364761
2025-02-06,1,5.531299352121382,49.084012879978886,9.18389002649886,12.776533326873416,26.254632771176563,57.69042467634527
2025-02-07,1,6.498634348355679,17.73732063073886,11.944348063581874,24.16516386918086,35.03215700616252,77.86668611952328
2025-02-01,2,5.962819074781251,36.537257713894945,22.692078771634463,35.788218282044454,23.247241761010812,97.34004243673667
2025-02-02,2,7.099140480837786,48.41109407356098,29.67442348377638,33.914326018474675,30.7726916503226,61.42177740029112
2025-02-03,2,5.5706079596250895,31.246222196096618,17.903455972992855,31.468853945159672,27.054339079864985,61.735563851934195
2025-02-04,2,6.9651910975084,32.12064399384887,18.08880808409543,35.40705726402611,53.14563688007575,52.422693559637906
2025-02-05,2,5.7340578200088235,28.627326904623324,28.434033750803547,14.416442252637575,30.544213629717355,69.92240089501072
2025-02-06,2,7.310808863711246,33.36114109255102,5.445926364863292,24.70831884174669,43.93855568708428,51.52301859673891
2025-02-07,2,6.7335516092634276,19.450834330939145,23.244767078877995,21.695365056113495,50.632419642572934,64.05118767436028
2025-02-01,3,6.607237423011934,29.0206436102541,19.09960009716653,21.031972788029453,37.88329339546581,75.42307148945986
2025-02-02,3,7.412361285834493,35.6165940802785,9.976981889960808,35.51806284150252,26.296454880822708,87.21447344184205
2025-02-03,3,7.22175289799334,26.234636272575358,9.159074005293364,38.08089994265134,50.53130811329499,68.50470775207955
2025-02-04,3,6.6895211108744785,18.009055965356147,9.954231074224078,33.63385069265427,54.26998447737142,51.02601748075618
2025-02-05,3,7.006369987987244,10.281646899819329,20.294741486408245,18.92549965226375,32.032388927993566,88.68405237801221
2025-02-06,3,6.52979430746005,22.415713737553116,26.46095401797501,11.51013466685125,21.851242906596475,94.62310159993669
2025-02-07,3,6.081588686628485,48.066436116407935,19.439996244997808,38.5681193546649,34.551592380429355,60.001793118761995
2025-02-01,4,7.213348510236441,33.24311921079523,21.398235194243902,24.88232869848099,27.297348731557584,53.674773070499555
2025-02-02,4,7.34618211763239,49.12563927799921,8.513873279124105,20.751705603921874,14.833488153143318,75.66323231166963
2025-02-03,4,6.845809331590296,34.05647845505127,25.13018316817397,32.64290188638019,24.017973277493173,96.31362187066924
2025-02-04,4,7.391164659721417,14.88914773588192,11.776213924941281,12.217085610033987,41.83899281479577,93.75757644418906
2025-02-05,4,6.927345484578913,45.01188442298893,20.49155778673611,17.257499213224122,16.303907736466925,60.61140750544689
2025-02-06,4,6.595086376118877,27.141572609108266,23.29469143672127,31.697720905264323,57.36104260453005,98.598552246542
2025-02-07,4,6.533303377944941,43.668615610819806,17.974974325964947,38.98710954111706,28.383818428474854,63.32503791350886
2025-02-01,5,6.775452614101384,21.66274452100049,26.092298115073117,33.567200647971504,50.49606137672411,91.3537704487566
2025-02-02,5,7.182762910961628,19.209801297369516,9.79766523582055,39.51733938665765,22.79961386858901,73.5064962039626
2025-02-03,5,6.676814099846192,48.1128650911242,25.02528646031051,16.78788317924733,16.588877730649486,84.59808649230345
2025-02-04,5,5.5168534184397435,14.962986151054087,10.294396402887886,25.76533163910394,58.47773247379062,59.41909112688951
2025-02-05,5,6.880795544484784,35.19472318699666,9.166253285537424,29.49227390588418,40.84500262660078,71.82342102603135
2025-02-06,5,6.559478909963834,49.9997508727341,21.785085402264205,39.49192769678237,19.755377317416002,83.29503594967211
2025-02-07,5,6.285653449426167,44.043777757964854,27.22330041190535,34.98431789352375,42.52635631073967,91.57523354070845
2025-02-01,6,6.406013510194414,42.41214880241002,6.309851076193544,12.306170543921072,26.135323689553964,72.20510855368786
2025-02-02,6,5.829320804367415,19.164367051169457,12.868049260811288,24.700599761873672,27.567019094480465,74.783251569654
2025-02-03,6,5.962399466472519,49.47565297868829,13.028289672936229,32.53495913107285,28.461902252309127,68.53238793927164
2025-02-04,6,6.192652455368455,42.539801860926396,13.7376219082296,27.854310998315338,30.27752617468276,91.87614373810564
2025-02-05,6,6.342282306253488,36.66691489544475,10.91731744234529,20.68896582393729,46.576562896540835,81.29602539222381
2025-02-06,6,5.754240933393809,13.293246914547602,13.874981782286559,13.781551728626676,35.53361856618464,77.34789767303177
2025-02-07,6,6.701982462893326,44.70445738485624,10.330806338874739,39.05925906305826,19.547586844652976,58.51505779580991
